Date,Tmin,Tmax,Tmean,Rainfall
6/13/2015,13,21,17,5.4
6/14/2015,13,21,17,0
6/15/2015,12,20,16,0
6/16/2015,12,25,18.5,2.2
6/17/2015,14,22,18,0
6/18/2015,12.51,20.48,16.18,0
6/19/2015,11.59,21.41,15.68,3.5
6/20/2015,12.77,23.21,16.5,0
6/21/2015,12.85,22.94,16.09,0.6
6/22/2015,13.16,20.79,15.43,22.6
6/23/2015,12.87,18.65,14.72,7.1
6/24/2015,13.4,21.72,16.42,0.4
6/25/2015,14.07,23.76,17.44,1.6
6/26/2015,13.02,25.14,17.73,8.3
6/27/2015,13.71,22.75,15.91,9.2
6/28/2015,13.5,20.53,15.48,2.2
6/29/2015,13.55,23.26,16.84,0
6/30/2015,13.16,24.15,17.33,0.5
7/1/2015,15.5,23.5,19.5,0.3
7/2/2015,14,24,19,6.6
7/3/2015,15.5,22.5,19,0.1
7/4/2015,15.5,25,20.25,5.9
7/5/2015,15.5,23.5,19.5,9.7
7/6/2015,15.5,22,18.75,0.7
7/7/2015,12.49,22.49,15.98,3.1
7/8/2015,13.18,18.89,15.41,10.3
7/9/2015,11.32,22.2,15.81,18.8
7/10/2015,1.59,22.42,10.98,2.2
7/11/2015,3.59,14.12,6.9,4.2
7/12/2015,-5.14,13.21,2.68,0
7/13/2015,14.65,22.63,17.08,7.6
7/14/2015,13.98,20.22,16.12,3.8
7/15/2015,13.91,21.29,16.07,6.8
7/16/2015,13.04,21.29,15.63,1
7/17/2015,11.95,22.58,15.78,1.2
7/18/2015,11.25,22.9,15.24,2.1
7/19/2015,11.47,22.49,14.85,5.6
7/20/2015,10.76,20.51,14.94,1.2
7/21/2015,12.8,19.91,14.86,3
7/22/2015,12.44,21.17,15.42,3.5
7/23/2015,11.37,21.37,14.86,5.7
7/24/2015,10.81,22.06,15.13,4.5
7/25/2015,11.2,23.42,16.8,0.1
7/26/2015,9.11,24.73,14.84,3.3
7/27/2015,9.48,22.32,14.75,7
7/28/2015,11.66,22.7,16.01,6.9
7/29/2015,11.08,21.27,15.36,13.5
7/30/2015,12.97,22.51,15.62,12.1
7/31/2015,11.83,20.34,15.34,0.6
8/1/2015,13.5,22,17.75,2.2
8/2/2015,13.5,23,18.25,0.5
8/3/2015,14,24,19,2.4
8/4/2015,14.5,23.5,19,2.2
8/5/2015,14,21,17.5,11.6
8/6/2015,14,21,17.5,0.5
8/7/2015,12.36,23.21,15.64,1.3
8/8/2015,13.11,21.82,16.08,0.4
8/9/2015,11.3,22.92,15.95,3.8
8/10/2015,6.28,21.99,12.83,2.4
8/11/2015,3.8,15.32,7.68,0
8/12/2015,-0.59,11.86,4.31,0.6
8/13/2015,14.22,22.15,16.58,0
8/14/2015,14.05,20.72,16.17,0.9
8/15/2015,13.47,23.16,16.24,0
8/16/2015,13.71,19.82,16.12,0.2
8/17/2015,12.97,21.8,16.08,0.1
8/18/2015,14.22,21.01,16.02,0.3
8/19/2015,14.03,19.1,15.62,32
8/20/2015,11.73,14.65,13.1,27.6
8/21/2015,11.15,19.53,14.26,3.6
8/22/2015,12.94,16.7,14.21,9.3
8/23/2015,12.17,20.7,15.08,3.7
8/24/2015,12.49,23.59,15.84,5.5
8/25/2015,13.33,22.58,16.74,3.1
8/26/2015,12.99,19.27,14.99,7.4
8/27/2015,13.02,22.35,15.85,1.2
8/28/2015,12.94,21.44,15.38,0
8/29/2015,13.26,19.91,15.44,0.4
8/30/2015,13.21,19.51,14.98,3.3
8/31/2015,12.82,21.77,15.32,3
9/1/2015,14.5,22,18.25,5.1
9/2/2015,14.5,20,17.25,2.6
9/3/2015,15,21,18,5.6
9/4/2015,14.5,21.5,18,3.9
9/5/2015,15.5,21.5,18.5,0.6
9/6/2015,15,23,19,0.7
9/7/2015,10.61,21.6,15.18,0
9/8/2015,11.2,24.7,16.13,0
9/9/2015,13.16,24.1,16.94,0
9/10/2015,7.42,20.22,12.66,0.6
9/11/2015,1.37,14.77,6.91,0
9/12/2015,0.69,12.77,5.47,8
9/13/2015,12.49,20.91,15.52,0
9/14/2015,12.34,19.58,14.84,4.4
9/15/2015,12.68,20.56,14.9,0
9/16/2015,12.29,20.29,14.99,0
9/17/2015,11.22,22.73,15.16,0.1
9/18/2015,10.64,22.85,15.2,1.1
9/19/2015,12.44,21.99,15.32,3.7
9/20/2015,12.19,19.39,14.65,21.9
9/21/2015,12.22,17.39,14.08,2.2
9/22/2015,12.15,18.7,14.43,2.9
9/23/2015,12.92,19.51,14.76,0.2
9/24/2015,12.51,20.39,14.59,5.5
9/25/2015,12.15,18.84,14.3,3.8
9/26/2015,10.88,15.99,12.48,0.1
9/27/2015,10.47,18.72,13.13,0
9/28/2015,10,22.37,14.34,0
9/29/2015,10.17,22.13,14.72,0
9/30/2015,10.49,23.14,14.93,0
10/1/2015,11,23,17,0
10/2/2015,12,20.5,16.25,0.1
10/3/2015,13,18,15.5,1.5
10/4/2015,10.5,18.5,14.5,0
10/5/2015,9.5,23,16.25,0
10/6/2015,7,22,14.5,0
10/7/2015,12.17,21.34,15.31,0
10/8/2015,10.1,24.92,15.46,0
10/9/2015,12.82,23.86,16.35,0
10/10/2015,7.04,20.08,12.51,0.4
10/11/2015,1.78,14.07,6.04,0
10/12/2015,3.12,9.76,4.83,0
10/13/2015,5.18,20.01,10.35,7.4
10/14/2015,5.15,12.73,8,0
10/15/2015,6.81,17.44,10.33,5.2
10/16/2015,5.46,15.56,8.92,1.2
10/17/2015,3.17,17.58,8.33,5.8
10/18/2015,1.86,18.72,8.63,0
10/19/2015,5.51,18.94,10.65,0
10/20/2015,7.44,19.53,11.6,0
10/21/2015,7.37,20.56,11.35,0
