U_ID,MOD_ID,GLAC_ID,MOD_H,GLAC_H,DEBRIS,FRAC_GLAC,ICE_DEPTH
1871,39219,1439,4264,4372.53,1,0.8812629218167365,108.53
1872,39220,1439,4234,4342.53,1,0.8983979321506917,108.53
1873,39221,1439,4204,4312.53,1,0.41294555732777716,108.53
1874,39222,1439,4233,4341.53,1,0.005823839393187314,108.53
1875,39227,1442,5466,5494.89,0,0.008330569737225771,28.89
1876,39227,1446,5466,5492.41,0,0.27350253932490637,26.41
1877,39228,1446,5256,5282.41,0,0.04429636859437125,26.41
1878,39490,1445,6650,6726.03,0,0.5892767671033293,76.03
1879,39491,1445,6709,6785.03,0,1,76.03
1880,39492,1445,6228,6304.03,0,0.7004730872098952,76.03
1881,39492,1447,6228,6278.19,0,0.1114076774379164,50.19
1882,39493,1421,5236,5354.9,0,0.3171957576305261,118.9
1883,39494,1421,4834,4952.9,0,0.08067564988570661,118.9
1884,39494,1421,4834,4952.9,0,0.23776145989877598,118.9
1885,39494,1439,4834,4942.53,1,0.053243984220302666,108.53
1886,39495,1421,4574,4692.9,0,0.25616249690843,118.9
1887,39495,1439,4574,4682.53,1,0.16212448482406233,108.53
1888,39508,1448,5143,5164.61,0,0.059062707175241785,21.61
1889,39509,1448,5292,5313.61,0,0.14243325816853625,21.61
1890,39770,1445,6658,6734.03,0,0.017363641551490873,76.03
1891,39771,1445,6823,6899.03,0,0.47753385435169937,76.03
1892,39772,1445,6955,7031.03,0,0.12178956370982527,76.03
1893,39772,1447,6955,7005.19,0,0.53069132201441,50.19
1894,39773,1447,6382,6432.19,0,0.5223861624410292,50.19
1895,39774,1421,5378,5496.9,0,0.6211209216064065,118.9
1896,39775,1421,5199,5317.9,0,0.4631014819845557,118.9
1897,39775,1449,5199,5222.74,0,0.052712080991111694,23.74
1898,39775,1450,5199,5213.94,0,0.0526485176701434,14.94
1899,39776,1450,4989,5003.94,0,0.041938611037415335,14.94
1900,39776,1451,4989,5023.71,0,0.27251582358173654,34.71
1901,39777,1451,4909,4943.71,0,0.04655159440501872,34.71
1902,40052,1447,6875,6925.19,0,0.03843604695571912,50.19
1903,40053,1447,6781,6831.19,0,0.4147382721155137,50.19
1904,40053,1452,6781,6865.9,0,0.10345241846878826,84.9
1905,40054,1421,5963,6081.9,0,0.6735739456737694,118.9
1906,40054,1452,5963,6047.9,0,0.07206561691085622,84.9
1907,40055,1421,5852,5970.9,0,0.32908754354316744,118.9
1908,40055,1449,5852,5875.74,0,0.1950863137372669,23.74
1909,40055,1452,5852,5936.9,0,0.28518954201188684,84.9
1910,40056,1449,5381,5404.74,0,2.995415676314733e-4,23.74
1911,40056,1451,5381,5415.71,0,0.17481028291183479,34.71
1912,40056,1452,5381,5465.9,0,0.21207421543320698,84.9
1913,40056,1453,5381,5398.33,0,0.0013960903759384527,17.33
1914,40057,1451,5325,5359.71,0,0.12260347254799306,34.71
1915,40057,1453,5325,5342.33,0,0.11475558653112315,17.33
1916,40067,1454,5274,5296.78,0,0.16367821202088892,22.78
1917,40333,1447,6844,6894.19,0,2.6894423648621886e-4,50.19
1918,40333,1452,6844,6928.9,0,0.2563532082327288,84.9
1919,40334,1452,6608,6692.9,0,0.926172755259931,84.9
1920,40335,1452,5545,5629.9,0,0.8355589237028659,84.9
1921,40336,1452,5176,5260.9,0,0.7547511636334243,84.9
1922,40336,1453,5176,5193.33,0,0.006508686639907304,17.33
1923,40336,1455,5176,5226.39,1,0.020834501029193053,50.39
1924,40337,1452,4931,5015.9,0,0.0031298882986158134,84.9
1925,40337,1453,4931,4948.33,0,0.0038447215004190805,17.33
1926,40337,1455,4931,4981.39,1,0.05377345445244864,50.39
1927,40347,1454,5253,5275.78,0,0.06251276040646433,22.78
1928,40360,1456,5161,5205.6,0,0.06348536048458331,44.6
1929,40361,1457,4975,5003.8,0,0.18394296635937504,28.8
1930,40361,1457,4975,5003.8,0,0.02310492297588289,28.8
1931,40361,1458,4975,4990.35,1,0.08099605676217005,15.35
1932,40362,1457,5026,5054.8,0,0.10072803638002556,28.8
1933,40362,1459,5026,5064.98,1,0.0032717028099428862,38.98
1934,40363,1459,4932,4970.98,1,9.267381480268669e-4,38.98
1935,40364,1460,4910,4935.61,0,0.01699321655480191,25.61
1936,40365,1460,5223,5248.61,0,0.2162260470691975,25.61
1937,40365,1461,5223,5237.77,0,0.09286393646421796,14.77
1938,40613,1452,6887,6971.9,0,0.04221628420618246,84.9
1939,40614,1452,6581,6665.9,0,0.8512676178194091,84.9
1940,40615,1452,5617,5701.9,0,0.8142225871520639,84.9
1941,40616,1452,4996,5080.9,0,6.73096441693604e-4,84.9
1942,40616,1452,4996,5080.9,0,0.4456620397705436,84.9
1943,40616,1455,4996,5046.39,1,0.02369344956787766,50.39
1944,40617,1452,4596,4680.9,0,0.09110234075616486,84.9
1945,40617,1455,4596,4646.39,1,0.3834158405613506,50.39
1946,40627,1462,5197,5221.08,0,0.030656861989522353,24.08
1947,40628,1462,5363,5387.08,0,0.19299994559847308,24.08
1948,40638,1463,5319,5341.83,0,0.2275715020879407,22.83
1949,40638,1464,5319,5341,0,2.7527344017475844e-4,22
1950,40638,1465,5319,5374.97,0,0.10286808927639306,55.97
1951,40639,1465,5225,5280.97,0,0.6862404669572457,55.97
1952,40640,1456,5176,5220.6,0,0.6707853366827369,44.6
1953,40640,1465,5176,5231.97,0,0.005562262894608895,55.97
1954,40640,1466,5176,5221.34,0,6.284647532249801e-5,45.34
1955,40641,1456,5271,5315.6,0,0.043916252598230725,44.6
1956,40641,1457,5271,5299.8,0,0.08109049364168942,28.8
1957,40641,1458,5271,5286.35,1,0.01889026256259531,15.35
1958,40641,1459,5271,5309.98,1,0.04745449477811344,38.98
1959,40641,1466,5271,5316.34,0,0.533794864932192,45.34
1960,40642,1459,4972,5010.98,1,0.6603335786686446,38.98
1961,40642,1466,4972,5017.34,0,0.013926131715024822,45.34
1962,40642,1466,4972,5017.34,0,0.04201903189150369,45.34
1963,40643,1459,5169,5207.98,1,0.10759198766371701,38.98
1964,40643,1466,5169,5214.34,0,0.031761718602296894,45.34
1965,40643,1467,5169,5189.49,0,9.461296097077429e-4,20.49
1966,40644,1460,5127,5152.61,0,0.0024557220812523738,25.61
1967,40645,1460,5141,5166.61,0,0.06023465726413578,25.61
1968,40894,1452,6716,6800.9,0,0.4593182239584625,84.9
1969,40894,1468,6716,6747.53,0,0.15375870390887558,31.53
1970,40895,1452,5512,5596.9,0,0.30425166808108983,84.9
